2023/09/09 , 97.9241
2023/09/08 , 98.1961
2023/09/07 , 97.8439
2023/09/06 , 97.5383
2023/09/05 , 96.6199
2023/09/02 , 96.3411
2023/09/01 , 96.3344
2023/08/31 , 95.9283
2023/08/30 , 95.707
2023/08/29 , 95.4717
2023/08/26 , 94.7117
2023/08/25 , 94.4007
2023/08/24 , 94.4421
2023/08/23 , 94.1185
2023/08/22 , 94.1424
2023/08/19 , 93.4047
2023/08/18 , 93.746
2023/08/17 , 96.7045
2023/08/16 , 97.4217
2023/08/15 , 101.0399
2023/08/12 , 98.2066
2023/08/11 , 97.2794
2023/08/10 , 97.3999
2023/08/09 , 96.0755
2023/08/08 , 96.5668
2023/08/05 , 94.8076
2023/08/04 , 93.7792
2023/08/03 , 92.841
2023/08/02 , 91.7755
2023/08/01 , 91.5923
2023/07/29 , 90.9783
2023/07/28 , 90.0225
2023/07/27 , 90.0468
2023/07/26 , 90.0945
